web-scraper-order,web-scraper-start-url,link,link-href,name,raised,smallIndividual,largeContributions,pac,selfFinancing,other
"1582360942-263","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX24&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX24&spec=N","Jan McDowell (D)","73,371","31,870","41,471","$0","5","25"
"1582361167-536","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN04&spec=N","David Sandbeck (D)","7,881","0","381","$0","7,500","0"
"1582361174-540","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL01&spec=N","Sarah Gad (D)","70,513","21,225","39,131","$0","11,357","1,200"
"1582361638-991","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX03&spec=N","Sean McCaffity (D)","267,139","8,998","253,634","$0","4,657","150"
"1582361634-986","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY02&spec=N","Nick LaLota (R)","154,135","19,635","113,812","$10,000","10,688","0"
"1582360794-62","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=KYS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=KYS1&spec=N","Amy McGrath (D)","16,861,860","10,588,712","6,102,660","$78,155","0","92,333"
"1582361000-335","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI05&spec=N","Earl Lackie (R)","18,000","0","0","$0","18,000","0"
"1582361281-629","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA19&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA19&spec=N","Ignacio Cruz (R)","2,285","135","0","$0","2,150","0"
"1582360843-130","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA07&spec=N","Jeff Burdick (D)","13,319","1,929","1,000","$0","10,500","110"
"1582360947-274","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA45&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA45&spec=N","Christopher Gonzales (R)","18,362","2,512","9,350","$0","0","6,500"
"1582361154-526","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=COS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=COS2&spec=N","Diana Bray (D)","82,198","15,761","48,697","$0","17,740","0"
"1582360913-227","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX10&spec=N","Mike Siegel (D)","496,753","139,851","347,392","$16,550","0","7,040"
"1582361089-443","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ01&spec=N","Claire Gustafson (R)","2,250","0","250","$0","2,000","0"
"1582360837-118","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL19&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL19&spec=N","Dane Eagle (R)","422,295","9,095","383,000","$31,000","0","800"
"1582360947-272","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA45&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA45&spec=N","Peggy Huang (R)","451,507","19,963","290,302","$1,450","139,791","0"
"1582361362-719","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY03&spec=N","Joshua Sauberman (I)","127","127","0","$0","0","0"
"1582360823-102","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI10&spec=N","Shane Hernandez (R)","274,568","11,063","251,500","$0","12,005","0"
"1582361542-906","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH11&spec=N","Michael Hood (D)","500","0","0","$500","0","0"
"1582361329-685","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL27&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL27&spec=N","Gabe Ferrer (R)","126","25","0","$0","101","0"
"1582361701-1053","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ08&spec=N","Michael Muscato (D)","108,366","29,611","30,470","$0","48,285","0"
"1582361575-925","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=GA04&spec=N","Johsira C. Cruz (R)","6,494","410","6,084","$0","0","0"
"1582361528-894","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY17&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY17&spec=N","Catherine Parker (D)","63,178","7,328","50,600","$500","5,000","250"
"1582360889-209","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA27&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA27&spec=N","Johnny Nalbandian (R)","16,186","636","250","$0","15,300","0"
"1582361407-764","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL20&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL20&spec=N","Ervan Miller (D)","255","0","200","$0","55","0"
"1582361393-744","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX23&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX23&spec=N","Raul Reyes Jr (R)","135,121","7,650","80,110","$0","47,361","0"
"1582361060-380","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=ILS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=ILS1&spec=N","Casey Chlebek (R)","13,490","271","1,250","$0","11,969","0"
"1582361593-938","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=UT04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=UT04&spec=N","Dan Hemmert (R)","475,826","3,826","305,150","$3,000","175,050","11,200"
"1582361078-432","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NV04&spec=N","Rebecca Wood (R)","6,040","2,150","834","$0","3,055","0"
"1582361600-953","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX18&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX18&spec=N","Jerry Ford (D)","65,369","2,225","9,481","$0","53,663","0"
"1582361472-835","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ04&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NJ04&spec=N","David Applefield (D)","212,105","2,922","25,134","$0","184,049","0"
"1582361005-339","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY12&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY12&spec=N","Erica Vladimer (D)","28,062","12,812","15,250","$0","0","0"
"1582361550-913","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MN08&spec=N","Quinn Nystrom (D)","130,890","38,074","88,816","$5,500","0","1,500"
"1582361600-952","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX18&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX18&spec=N","Marc Flores (D)","78,701","7,571","62,130","$0","5,000","4,000"
"1582361669-1032","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=WI03&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=WI03&spec=N","Justin Bonner (D)","692","549","0","$0","142","1"
"1582361021-356","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA18&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA18&spec=N","Gerald Dickinson (D)","172,511","30,387","142,623","$0","1","500"
"1582361250-602","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MI07&spec=N","Sam Branscum (D)","205","225","0","$500","105","625"
"1582361301-647","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL09&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL09&spec=N","Jose Alfredo Castillo (R)","5,095","2,461","1,070","$0","1,563","0"
"1582360942-257","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX24&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX24&spec=N","Beth Van Duyne (R)","765,128","41,085","581,967","$139,300","0","2,776"
"1582361119-490","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX30&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX30&spec=N","Hasani Burton (D)","43,717","0","182","$0","43,535","0"
"1582360961-292","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=MNS1&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=MNS1&spec=N","Rob Barrett (R)","27,066","5,329","16,592","$0","4,895","250"
"1582360957-288","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA08&spec=N","Bob Conaway (D)","7,471","0","0","$0","7,471","0"
"1582361090-444","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=UT02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=UT02&spec=N","Mary Burkett (R)","40,521","4,669","7,110","$0","28,942","200"
"1582361528-891","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY17&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY17&spec=N","Evelyn Farkas (D)","460,323","56,281","405,967","$2,750","0","4,675"
"1582361007-343","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA17&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=PA17&spec=N","Brian Thomsen (R)","27,056","14,906","12,200","$0","0","50"
"1582360984-322","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=SD01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=SD01&spec=N","Whitney Raver (D)","15,193","4,268","7,825","$500","0","2,600"
"1582361244-599","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=KS02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=KS02&spec=N","Abbie Hodgson (D)","56,943","115","70,221","$0","0","13,393"
"1582360957-287","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA08&spec=N","Jeremy Staat (R)","101,874","25,260","76,611","$0","0","3"
"1582360976-316","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NY10&spec=N","Jonathan Herzog (D)","19,636","6,033","8,003","$0","5,600","0"
"1582361119-492","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX30&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX30&spec=N","Shenita 'Shae' Cleveland (D)","12,543","3,168","5,375","$0","4,000","0"
"1582361116-489","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL06&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL06&spec=N","Jay Kinzler (R)","150,903","2,603","46,300","$1,000","101,000","0"
"1582360772-42","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX02&spec=N","Elisa Cardnell (D)","344,042","91,569","250,424","$1,300","2,599","1,850"
"1582360774-44","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX01&spec=N","Hank Gilbert (D)","116,391","29,594","36,797","$0","50,000","0"
"1582361659-1021","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA07&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA07&spec=N","Andrew Knaggs (R)","100,933","6,083","92,350","$1,000","1,500","0"
"1582360963-295","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=NE02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=NE02&spec=N","Ann Ashford (D)","237,785","43,686","143,224","$3,100","47,800","25"
"1582360831-109","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL13&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=IL13&spec=N","Betsy Dirksen Londrigan (D)","1,417,492","199,577","1,002,257","$198,630","0","17,028"
"1582361467-830","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ02&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ02&spec=N","Joseph Morgan (R)","22,022","4,905","16,677","$0","365","76"
"1582360905-217","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA08&spec=N","Mark Ellmore (R)","3,760","250","3,000","$0","0","510"
"1582361701-1055","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ08&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AZ08&spec=N","Bob Musselwhite (D)","6,816","0","3,214","$0","3,602","3,214"
"1582361751-1122","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=SCS2&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=SCS2&spec=N","Gloria Bromell-Tinubu (D)","26,439","11,079","14,210","$300","0","850"
"1582361660-1024","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=WA01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=WA01&spec=N","Jeffrey Beeler (R)","9,987","2,737","7,250","$0","0","0"
"1582361647-1002","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL01&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=AL01&spec=N","Rick Collins (D)","54,971","571","4,400","$0","50,000","0"
"1582360883-206","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=FL10&spec=N","Kirk Troen (R)","26,216","4,866","22,350","$0","0","1,000"
"1582360920-234","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA53&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=CA53&spec=N","Joseph Fountain (D)","40,000","0","0","$0","40,000","0"
"1582361152-521","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX32&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX32&spec=N","Jeff Tokar (R)","6,599","1,724","4,875","$0","0","0"
"1582361710-1064","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX11&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=TX11&spec=N","Brandon Batch (R)","201,993","9,843","192,150","$0","0","0"
"1582361518-879","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH10&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=OH10&spec=N","Desiree Tims (D)","124,241","67,428","59,373","$9,750","0","12,310"
"1582361649-1009","https://www.thegoodparty.org/races","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA05&spec=N","https://www.opensecrets.org/races/candidates?cycle=2020&id=VA05&spec=N","John Lesinski (D)","149,805","25,600","92,956","$1,500","30,000","250"
